donation_id,supporter_id,donation_date,donation_amount,payment_channel,campaign_id
90002926,107341,2023-09-19,361,Bank Transfer,30004
90003752,107341,2024-08-18,1497,Online,30034
90004121,107341,2024-04-05,52,Online,30038
90022501,107341,2023-05-12,103,Online,30012
90031776,107341,2022-12-30,155,Online,30032
90002927,110318,2023-12-26,621,Event,30008
90003340,110318,2024-05-10,673,Bank Transfer,30046
90005445,110318,2025-11-09,570,Online,30013
90002928,109304,2023-08-13,65,Bank Transfer,30004
90006311,109304,2022-03-14,65,Online,30028
90008639,109304,2025-04-22,37,Online,30007
90012930,109304,2022-06-09,74,Online,30006
90013332,109304,2024-04-21,37,Online,30046
90014435,109304,2022-07-01,46,Online,30020
90019301,109304,2024-02-11,20,Bank Transfer,30023
90025280,109304,2025-02-19,37,Online,30017
90002929,116173,2023-02-28,417,Online,30030
90013771,116173,2024-07-05,469,Bank Transfer,30019
90028554,116173,2022-01-12,885,Online,30031
90002931,103239,2023-04-15,271,Bank Transfer,30030
90014330,103239,2022-12-11,465,Online,30040
90017793,103239,2023-05-22,349,Bank Transfer,30012
90030277,103239,2023-11-16,427,Bank Transfer,30014
90002934,115108,2023-10-09,579,Bank Transfer,30041
90024183,115108,2022-07-09,331,Online,30020
90002935,103793,2023-11-17,26,Online,30049
90003968,103793,2024-04-18,91,Online,30036
90005129,103793,2025-09-27,181,Bank Transfer,30003
90017134,103793,2025-02-03,91,Event,30017
90027248,103793,2022-06-10,91,Online,30020
90002936,118040,2023-12-20,264,Bank Transfer,30049
90026052,118040,2025-07-08,240,Online,30042
90029697,118040,2023-10-10,360,Online,30001
90002938,101211,2023-08-14,247,Event,30015
90017393,101211,2024-07-22,781,Bank Transfer,30019
90029978,101211,2023-04-08,205,Online,30021
90002942,113517,2023-11-16,807,Online,30008
90007807,113517,2024-06-29,538,Bank Transfer,30010
90002943,116002,2023-04-25,120,Bank Transfer,30030
90012836,116002,2022-06-21,264,Event,30020
90027994,116002,2024-04-10,336,Bank Transfer,30038
90034049,116002,2023-11-23,168,Bank Transfer,30005
90002950,109783,2023-06-28,342,Bank Transfer,30009
90009753,109783,2025-04-11,342,Bank Transfer,30043
90021829,109783,2024-10-25,266,Online,30027
90027703,109783,2022-09-08,76,Online,30022
90002957,115776,2023-08-26,459,Bank Transfer,30029
90010751,115776,2025-12-27,42,Online,30011
90015086,115776,2024-07-22,376,Bank Transfer,30010
90028381,115776,2024-06-29,543,Online,30010
90002964,101686,2023-09-06,338,Bank Transfer,30004
90005969,101686,2025-03-19,1352,Bank Transfer,30035
90010045,101686,2022-11-12,563,Online,30032
90002965,103054,2023-08-07,61,Bank Transfer,30009
90004016,103054,2024-02-23,214,Bank Transfer,30016
90005271,103054,2025-02-22,336,Online,30035
90011696,103054,2023-11-23,153,Online,30014
90014863,103054,2024-05-01,306,Bank Transfer,30036
90002969,104698,2023-12-09,78,Online,30005
90003639,104698,2024-05-08,52,Online,30036
90004266,104698,2024-04-10,235,Online,30038
90006143,104698,2024-10-20,183,Bank Transfer,30027
90014420,104698,2024-06-11,52,Event,30025
90025493,104698,2025-03-25,314,Online,30007
90029476,104698,2024-03-18,105,Bank Transfer,30016
90002974,119748,2023-08-25,175,Online,30029
90003201,119748,2024-05-22,438,Online,30000
90031104,119748,2023-10-07,379,Online,30041
90002979,100776,2023-08-25,775,Event,30015
90014331,100776,2022-06-14,222,Online,30018
90020118,100776,2024-04-07,443,Online,30036
90002980,107481,2023-08-25,125,Online,30015
90009460,107481,2025-04-03,42,Bank Transfer,30043
90034393,107481,2022-05-26,33,Online,30006
90002985,119703,2023-08-17,181,Event,30029
90003847,119703,2024-03-18,363,Online,30016
90004304,119703,2024-04-05,26,Bank Transfer,30038
90009991,119703,2022-12-15,233,Online,30040
90013357,119703,2022-07-26,78,Event,30037
90002991,108014,2023-04-15,1195,Bank Transfer,30030
90011386,108014,2022-05-29,797,Online,30020
90014837,108014,2022-09-27,266,Bank Transfer,30022
90002993,116130,2023-07-17,447,Online,30015
90003790,116130,2024-08-19,298,Online,30034
90017116,116130,2025-05-17,199,Online,30007
90028763,116130,2024-05-27,745,Bank Transfer,30025
90002994,119426,2023-04-24,719,Online,30030
90025963,119426,2025-08-03,530,Online,30042
90002997,115480,2023-11-29,327,Online,30014
90011676,115480,2024-03-22,571,Online,30038
90024762,115480,2022-10-26,41,Online,30045
90027616,115480,2022-06-18,449,Online,30006
90003000,104115,2023-12-23,432,Bank Transfer,30049
90003337,104115,2024-05-27,648,Bank Transfer,30025
90004046,104115,2024-04-06,576,Online,30038
90008914,104115,2025-09-16,288,Online,30003
90024926,104115,2023-08-20,432,Online,30029
90003002,118671,2023-09-22,238,Online,30041
90010922,118671,2024-06-12,119,Online,30025
90013366,118671,2024-03-22,166,Online,30046
90030290,118671,2022-06-21,48,Online,30026
90031037,118671,2023-04-30,190,Online,30012
90031581,118671,2025-03-28,24,Online,30007
90003006,110228,2023-11-05,154,Event,30001
90004190,110228,2024-03-28,66,Bank Transfer,30038
90004590,110228,2024-10-23,154,Online,30027
90004935,110228,2025-11-06,110,Online,30013
90006979,110228,2025-10-27,110,Online,30013
90008811,110228,2024-04-26,154,Online,30036
90030873,110228,2022-02-21,66,Bank Transfer,30024
90003010,108900,2023-10-08,927,Online,30041
90003304,108900,2024-07-06,463,Online,30000
90033224,108900,2023-12-18,579,Online,30049
90003011,106446,2023-08-05,138,Online,30004
90003199,106446,2024-08-30,103,Online,30010
90003350,106446,2024-07-05,69,Online,30019
90003631,106446,2024-12-28,414,Online,30048
90004114,106446,2024-12-19,69,Online,30027
90005038,106446,2025-12-28,138,Bank Transfer,30011
90007243,106446,2022-07-11,138,Online,30006
90010735,106446,2022-01-18,103,Online,30031
90003013,104654,2023-12-04,171,Online,30001
90013489,104654,2024-07-20,684,Online,30019
90018339,104654,2024-07-11,969,Online,30019
90003014,104865,2023-08-20,84,Online,30029
90014078,104865,2023-11-29,116,Online,30005
90003018,102776,2023-03-04,1039,Online,30021
90007554,102776,2025-09-04,226,Online,30003
90003020,112472,2023-12-30,569,Online,30049
90003949,112472,2024-10-17,569,Online,30027
90023967,112472,2022-12-09,380,Online,30040
90003024,103946,2023-11-26,71,Online,30008
90003028,103946,2023-12-27,88,Bank Transfer,30008
90003404,103946,2024-05-30,20,Bank Transfer,30025
90029734,103946,2024-02-15,29,Bank Transfer,30023
90003025,119028,2023-03-18,252,Online,30030
90027953,119028,2024-11-22,420,Online,30027
90028826,119028,2023-04-29,505,Online,30012
90003027,113962,2023-08-04,92,Online,30015
90003516,113962,2024-03-29,381,Online,30038
90024585,113962,2023-09-25,66,Bank Transfer,30041
90003031,108634,2023-03-03,112,Online,30021
90009564,108634,2022-07-03,88,Online,30039
90003032,118433,2023-11-07,48,Bank Transfer,30014
90004350,118433,2024-05-31,334,Bank Transfer,30025
90004742,118433,2024-07-16,95,Online,30019
90013094,118433,2023-09-01,525,Event,30029
90023360,118433,2022-11-06,239,Bank Transfer,30032
90029937,118433,2025-12-06,620,Bank Transfer,30002
90003033,106128,2023-11-21,188,Online,30005
90006186,106128,2023-12-03,83,Bank Transfer,30014
90014333,106128,2023-07-26,94,Online,30015
90003034,109281,2023-12-10,181,Online,30014
90021725,109281,2025-12-10,54,Online,30002
90024233,109281,2022-08-16,127,Online,30037
90029181,109281,2022-10-30,217,Bank Transfer,30045
90032399,109281,2025-12-20,36,Online,30011
90003037,105006,2023-10-25,341,Event,30049
90010478,105006,2025-11-29,195,Online,30047
90015628,105006,2022-01-23,1022,Bank Transfer,30031
90032962,105006,2023-04-02,146,Bank Transfer,30030
90033701,105006,2024-07-28,49,Online,30019
90003042,112381,2023-11-30,47,Online,30014
90008069,112381,2022-02-19,47,Online,30024
90011469,112381,2023-08-14,306,Bank Transfer,30015
90014334,112381,2022-05-25,47,Online,30020
90023290,112381,2024-03-13,306,Bank Transfer,30038
90003045,119714,2024-03-21,303,Bank Transfer,30046
90003900,119714,2024-06-12,83,Online,30025
90010340,119714,2025-05-03,440,Online,30007
90013953,119714,2024-04-16,83,Bank Transfer,30046
90003049,115713,2024-12-31,79,Online,30048
90007177,115713,2025-08-29,63,Bank Transfer,30042
90028581,115713,2024-05-06,58,Online,30036
90003051,118575,2024-08-20,70,Online,30034
90003434,118575,2024-05-08,81,Bank Transfer,30046
90028032,118575,2025-11-24,49,Online,30044
90003052,102835,2024-03-23,29,Online,30016
90003159,102835,2024-03-01,24,Online,30016
90003338,102835,2024-05-02,118,Online,30036
90010772,102835,2024-12-27,29,Online,30048
90003054,108546,2024-07-22,928,Bank Transfer,30019
90003717,108546,2024-06-11,884,Online,30025
90003061,117405,2024-03-30,1558,Online,30046
90003062,115686,2024-04-14,119,Online,30046
90003278,115686,2024-08-15,328,Online,30034
90003945,115686,2024-08-20,566,Online,30010
90004225,115686,2024-06-03,149,Bank Transfer,30025
90003065,101298,2024-05-05,1689,Online,30036
90003066,101186,2024-02-10,146,Online,30023
90004829,101186,2025-11-06,395,Online,30002
90003068,112428,2024-07-06,1654,Online,30019
90003069,113211,2024-03-21,351,Bank Transfer,30016
90004389,113211,2024-06-14,747,Online,30000
90003070,105285,2024-06-14,580,Bank Transfer,30000
90011683,105285,2022-03-19,373,Online,30028
90022745,105285,2025-12-30,166,Online,30011
90034340,105285,2022-03-05,331,Online,30024
90003072,112383,2024-08-24,292,Online,30034
90003288,112383,2024-07-25,460,Event,30010
90004520,112383,2024-08-10,334,Bank Transfer,30010
90021294,112383,2022-06-11,376,Bank Transfer,30026
90003073,110397,2024-05-08,747,Online,30036
90022604,110397,2023-03-14,747,Online,30021
90003074,106359,2024-12-19,885,Online,30027
90006615,106359,2022-06-20,229,Bank Transfer,30026
90003079,118443,2024-03-04,515,Event,30016
90033951,118443,2024-04-21,191,Online,30046
90003080,107117,2024-02-07,1345,Bank Transfer,30023
90003596,107117,2024-05-07,425,Online,30046
90004890,107117,2025-11-16,354,Online,30002
90033686,107117,2022-11-29,354,Online,30040
90003083,104827,2024-02-29,1322,Online,30038
90026399,104827,2024-08-29,481,Online,30034
90003090,106761,2024-07-12,511,Online,30000
90005016,106761,2025-01-21,468,Online,30043
90025685,106761,2025-02-06,596,Online,30017
90003091,106825,2024-05-01,233,Event,30046
90004757,106825,2024-06-10,700,Bank Transfer,30025
90006051,106825,2025-12-22,584,Event,30011
90024098,106825,2025-10-08,175,Online,30003
90003092,119117,2024-08-18,449,Online,30034
90003773,119117,2024-07-11,499,Bank Transfer,30000
90012707,119117,2024-04-14,599,Bank Transfer,30036
90003097,117440,2024-03-24,392,Online,30038
90003101,113020,2024-08-18,718,Bank Transfer,30034
90004134,113020,2024-04-12,110,Online,30036
90005012,113020,2025-07-30,552,Online,30042
90006138,113020,2023-10-09,497,Online,30041
90012386,113020,2022-10-03,221,Bank Transfer,30022
90003102,117351,2024-11-20,50,Event,30027
90004324,117351,2024-04-26,44,Bank Transfer,30036
90024460,117351,2024-11-18,61,Bank Transfer,30027
90034145,117351,2023-08-30,44,Online,30004
90003105,113611,2024-06-07,272,Online,30025
90004168,113611,2024-04-15,163,Online,30046
90005497,113611,2025-02-10,817,Bank Transfer,30017
90007350,113611,2023-11-21,272,Online,30014
90021216,113611,2024-05-27,218,Bank Transfer,30025
90024442,113611,2022-06-14,163,Online,30039
90003107,118154,2024-06-09,524,Online,30025
90004864,118154,2025-09-14,599,Online,30033
90005712,118154,2025-10-29,1423,Online,30002
90003108,115494,2024-07-11,289,Online,30019
90006236,115494,2025-03-11,67,Online,30007
90034316,115494,2022-12-25,178,Online,30045
90003109,105020,2024-02-07,167,Online,30023
90004968,105020,2025-12-09,67,Event,30002
90013463,105020,2022-06-04,267,Bank Transfer,30018
90024664,105020,2022-03-15,434,Online,30028
90003110,117804,2024-03-28,557,Online,30046
90003237,117804,2024-08-29,199,Event,30010
90005158,117804,2025-12-30,119,Online,30011
90025340,117804,2023-11-25,716,Online,30008
90003113,100350,2024-07-29,237,Online,30010
90003538,100350,2024-03-11,434,Bank Transfer,30038
90019270,100350,2023-09-07,513,Online,30029
90019694,100350,2024-07-06,276,Bank Transfer,30010
90003114,107589,2024-07-20,76,Online,30019
90027935,107589,2024-11-21,65,Bank Transfer,30048
90029190,107589,2022-06-11,195,Online,30026
90003116,102452,2024-03-28,154,Bank Transfer,30038
90003167,102452,2024-04-04,132,Online,30036
90003455,102452,2024-07-08,220,Online,30019
90004061,102452,2024-04-30,44,Online,30046
90005333,102452,2025-07-22,220,Online,30042
90005997,102452,2025-01-31,88,Bank Transfer,30035
90003118,115051,2024-03-02,173,Online,30016
90005455,115051,2025-11-02,433,Online,30013
90008554,115051,2025-02-18,282,Online,30017
90003119,118538,2024-12-31,183,Online,30048
90003722,118538,2024-08-17,403,Event,30034
90004415,118538,2024-11-25,183,Online,30027
90005799,118538,2025-12-07,256,Online,30047
90011640,118538,2023-12-19,330,Event,30008
90003122,105412,2024-03-10,775,Online,30016
90003123,118258,2024-04-25,267,Online,30036
90003580,118258,2024-05-17,223,Online,30000
90005971,118258,2025-04-01,89,Online,30035
90010812,118258,2022-12-27,178,Online,30040
90026418,118258,2024-11-11,223,Online,30048
90033086,118258,2023-09-29,490,Online,30041
90003124,116047,2024-07-07,158,Bank Transfer,30000
90003785,116047,2024-08-13,394,Online,30034
90019025,116047,2025-07-25,315,Bank Transfer,30042
90021715,116047,2022-12-11,946,Online,30040
90022829,116047,2025-12-31,709,Bank Transfer,30011
90003125,106205,2024-07-25,334,Online,30019
90003897,106205,2024-02-17,33,Bank Transfer,30023
90013448,106205,2022-11-30,668,Bank Transfer,30045
90016494,106205,2024-04-29,100,Online,30046
90003126,118105,2024-02-14,199,Bank Transfer,30023
90004199,118105,2024-07-03,199,Online,30000
90005066,118105,2025-12-26,133,Online,30047
90012186,118105,2023-08-15,89,Bank Transfer,30029
90031456,118105,2024-12-01,177,Online,30048
90003128,112599,2024-10-12,69,Event,30027
90005608,112599,2025-08-05,1202,Online,30042
90003129,105704,2024-07-18,273,Bank Transfer,30019
90017105,105704,2023-10-09,1090,Bank Transfer,30041
90022986,105704,2025-09-25,273,Online,30003
90003130,105453,2024-05-22,317,Bank Transfer,30000
90012820,105453,2024-04-09,144,Online,30036
90031962,105453,2023-06-25,490,Bank Transfer,30009
90003131,108169,2024-03-10,293,Bank Transfer,30046
90004598,108169,2024-03-01,260,Online,30016
90019591,108169,2025-08-23,130,Online,30042
90033147,108169,2022-08-29,65,Event,30037
90003133,107504,2024-02-10,515,Online,30023
90007319,107504,2023-03-15,240,Event,30030
90003134,117083,2024-11-25,200,Online,30027
90003135,119563,2024-04-16,789,Online,30046
90006145,119563,2023-11-23,711,Online,30001
90007021,119563,2025-03-16,1500,Bank Transfer,30035
90003136,118923,2024-03-09,65,Bank Transfer,30038
90005358,118923,2025-12-12,29,Bank Transfer,30047
90005424,118923,2025-08-20,106,Online,30042
90003137,117100,2024-12-11,1081,Bank Transfer,30027
90007237,117100,2022-01-24,416,Bank Transfer,30031
90003139,119289,2024-05-30,144,Online,30025
90014335,119289,2025-04-02,367,Event,30043
90003140,102817,2024-08-05,32,Online,30010
90009309,102817,2025-12-24,112,Online,30047
90013720,102817,2024-08-16,207,Online,30010
90026102,102817,2023-08-14,128,Online,30029
90003144,107875,2024-06-10,1439,Online,30000
90003149,112814,2024-05-26,664,Online,30000
90012091,112814,2024-04-07,603,Online,30046
90026913,112814,2022-07-16,724,Online,30006
90003153,112808,2024-12-21,1208,Online,30027
90003154,110175,2024-03-12,22,Online,30016
90015345,110175,2022-10-17,33,Bank Transfer,30022
90016868,110175,2025-12-14,89,Online,30002
90018294,110175,2023-02-24,89,Bank Transfer,30021
90029951,110175,2022-01-06,222,Online,30031
90003158,106988,2024-06-12,876,Bank Transfer,30025
90005627,106988,2025-08-27,876,Online,30042
90025020,106988,2022-01-10,1002,Online,30031
90003161,112782,2024-05-09,256,Online,30046
90010003,112782,2024-03-22,320,Online,30046
90010197,112782,2022-03-13,192,Bank Transfer,30024
90025293,112782,2025-01-23,831,Online,30035
90031769,112782,2022-06-23,639,Bank Transfer,30006
90003164,101713,2024-08-30,250,Online,30034
90017372,101713,2025-11-28,426,Online,30047
90003165,103767,2024-12-09,139,Online,30048
90003789,103767,2024-06-08,139,Event,30025
90004430,103767,2024-08-07,32,Bank Transfer,30034
90013405,103767,2023-12-15,107,Online,30001
90003166,115523,2024-12-24,109,Event,30048
90013845,115523,2022-07-08,48,Online,30006
90031800,115523,2022-06-25,42,Online,30026
90003174,107052,2024-12-20,1173,Online,30027
90010379,107052,2022-03-21,42,Bank Transfer,30028
90022768,107052,2024-03-18,126,Online,30038
90003175,119936,2024-07-07,57,Online,30019
90014336,119936,2022-03-25,362,Online,30028
90020510,119936,2023-12-25,76,Online,30001
90027638,119936,2025-02-14,153,Bank Transfer,30017
90003178,101613,2024-06-10,317,Bank Transfer,30025
90022497,101613,2023-12-10,824,Event,30049
90022908,101613,2022-03-21,1077,Bank Transfer,30024
90003179,115352,2024-05-31,984,Bank Transfer,30025
90014337,115352,2025-11-25,383,Event,30044
90030342,115352,2024-07-23,492,Online,30010
90003181,100659,2024-08-23,157,Online,30034
90009514,100659,2024-07-20,313,Online,30019
90003186,110655,2024-06-01,200,Online,30025
90003189,109792,2024-03-10,102,Bank Transfer,30038
90003772,109792,2024-03-01,508,Online,30016
90005923,109792,2025-12-30,203,Online,30011
90018212,109792,2024-07-28,152,Online,30019
90020804,109792,2024-03-08,203,Online,30038
90022614,109792,2024-02-20,406,Online,30023
90031042,109792,2022-03-22,305,Event,30028
90003197,114165,2024-02-20,770,Bank Transfer,30038
90005244,114165,2025-11-24,502,Bank Transfer,30044
90003203,109678,2024-05-03,575,Bank Transfer,30036
90020374,109678,2025-08-15,575,Online,30042
90003206,119959,2024-02-18,285,Bank Transfer,30023
90004003,119959,2024-06-06,71,Online,30025
90005949,119959,2025-12-14,237,Bank Transfer,30002
90020229,119959,2024-07-22,285,Event,30019
90003208,108349,2024-11-16,1024,Online,30027
90003210,104807,2024-08-04,1302,Online,30010
90006840,104807,2024-04-02,536,Event,30036
90003215,100785,2024-11-19,998,Online,30027
90004160,100785,2024-04-01,259,Online,30036
90011193,100785,2025-12-29,37,Online,30002
90015376,100785,2023-02-25,111,Bank Transfer,30021
90003217,102505,2024-12-31,48,Online,30048
90009954,102505,2025-02-14,121,Online,30017
90019371,102505,2023-05-20,30,Bank Transfer,30012
90003219,102754,2024-10-11,440,Bank Transfer,30027
90004497,102754,2024-03-04,954,Online,30038
90004804,102754,2025-12-28,514,Bank Transfer,30011
90026543,102754,2024-08-17,660,Online,30010
90003220,117694,2024-08-09,191,Online,30034
90005003,117694,2025-08-07,191,Online,30033
90013016,117694,2022-06-24,239,Bank Transfer,30006
90014383,117694,2022-12-23,525,Online,30040
90024626,117694,2025-03-17,573,Online,30007
90003222,103870,2024-07-01,146,Online,30000
90003239,103870,2024-02-26,268,Online,30038
90004283,103870,2024-12-28,98,Online,30048
90004406,103870,2024-02-14,24,Event,30023
90006767,103870,2022-08-16,219,Online,30037
90013731,103870,2022-08-01,171,Online,30037
90003225,117282,2024-03-01,616,Bank Transfer,30038
90031681,117282,2024-03-26,703,Online,30036
90003228,116985,2024-12-29,202,Online,30048
90004713,116985,2024-08-14,289,Bank Transfer,30034
90007532,116985,2025-10-04,145,Online,30003
90009778,116985,2025-10-26,116,Online,30013
90014715,116985,2025-11-26,289,Online,30002
90003232,109692,2024-09-01,262,Online,30034
90004232,109692,2024-05-04,112,Online,30046
90005837,109692,2025-11-05,675,Online,30044
90019483,109692,2025-10-28,112,Event,30013
90022164,109692,2024-07-30,262,Online,30019
90022255,109692,2024-03-23,75,Online,30036
90003236,101473,2024-12-28,558,Online,30048
90007503,101473,2022-11-21,279,Online,30045
90014338,101473,2025-10-26,56,Online,30003
90023993,101473,2024-06-09,1115,Event,30025
90003238,103493,2024-08-15,492,Online,30034
90020665,103493,2024-03-18,451,Bank Transfer,30046
90023219,103493,2022-06-18,123,Online,30006
90034246,103493,2025-09-23,328,Online,30003
90034336,103493,2022-09-22,246,Online,30022
90003244,110050,2024-05-24,88,Bank Transfer,30000
90009258,110050,2025-11-06,281,Bank Transfer,30044
90014673,110050,2025-11-11,123,Bank Transfer,30044
90023828,110050,2025-12-22,88,Bank Transfer,30002
90003245,118372,2024-05-08,86,Online,30046
90003359,118372,2024-03-19,20,Bank Transfer,30016
90003389,118372,2024-12-05,74,Bank Transfer,30027
90004726,118372,2024-03-29,29,Event,30038
90003247,117551,2024-11-21,783,Online,30027
90003820,117551,2024-11-28,149,Online,30048
90005494,117551,2025-09-03,410,Online,30003
90003248,102004,2024-02-16,296,Bank Transfer,30023
90014339,102004,2025-02-22,222,Online,30043
90015105,102004,2022-10-23,222,Bank Transfer,30022
90003253,112719,2024-08-07,513,Online,30034
90010655,112719,2024-12-25,144,Event,30048
90003255,107345,2024-02-16,320,Online,30023
90008314,107345,2023-08-28,1040,Online,30015
90009323,107345,2022-06-08,320,Online,30006
90010072,107345,2025-02-04,1040,Online,30043
90025478,107345,2024-05-30,240,Online,30025
90003257,108303,2024-03-08,152,Online,30016
90003901,108303,2024-07-05,1062,Online,30019
90018589,108303,2022-12-08,759,Online,30045
90020211,108303,2023-04-06,228,Online,30030
90033921,108303,2022-03-12,303,Online,30024
90003260,115978,2024-04-01,304,Online,30036
90009691,115978,2023-12-28,1129,Online,30049
90003261,115123,2024-12-14,35,Online,30048
90004708,115123,2024-11-19,81,Bank Transfer,30048
90024129,115123,2022-07-05,40,Event,30006
90024855,115123,2023-08-12,45,Online,30029
90003263,105920,2024-02-10,231,Online,30023
90022988,105920,2025-12-29,289,Online,30047
90025901,105920,2024-03-21,1213,Online,30016
90029531,105920,2023-05-16,231,Online,30012
90003266,111757,2024-03-29,834,Online,30046
90003898,111757,2024-03-05,513,Online,30016
90007552,111757,2025-12-16,577,Bank Transfer,30047
90021521,111757,2023-04-26,257,Event,30030
90003270,104511,2024-04-06,220,Online,30046
90005265,104511,2025-02-14,264,Online,30035
90005918,104511,2025-02-16,264,Online,30017
90006583,104511,2024-03-10,264,Online,30038
90024378,104511,2022-12-24,440,Online,30040
90003271,100188,2024-04-05,130,Online,30038
90003954,100188,2024-07-14,162,Online,30019
90009047,100188,2023-05-01,357,Online,30030
90022449,100188,2024-03-10,486,Bank Transfer,30016
90031127,100188,2025-12-16,65,Online,30047
90003279,114076,2024-06-07,48,Bank Transfer,30025
90004368,114076,2024-10-15,91,Online,30027
90019758,114076,2022-08-11,61,Online,30037
90003280,115773,2024-02-12,37,Online,30023
90003506,115773,2024-07-12,223,Event,30019
90003780,115773,2024-12-22,111,Online,30027
90005236,115773,2025-10-24,56,Bank Transfer,30002
90011524,115773,2022-07-04,56,Online,30020
90027824,115773,2025-11-14,223,Online,30013
90003282,100317,2024-06-10,207,Bank Transfer,30025
90020720,100317,2022-06-07,622,Bank Transfer,30006
90032805,100317,2024-05-18,871,Online,30000
90003283,117218,2024-09-04,1700,Bank Transfer,30034
90020831,117218,2023-09-10,68,Online,30004
90003287,101293,2024-02-19,175,Bank Transfer,30023
90003374,101293,2024-08-22,146,Bank Transfer,30010
90003917,101293,2024-04-11,117,Online,30046
90006616,101293,2024-08-27,263,Online,30034
90023734,101293,2024-06-28,88,Bank Transfer,30000
90025181,101293,2023-08-14,322,Online,30029
90003290,113115,2024-04-27,27,Online,30046
90004410,113115,2024-02-07,94,Online,30023
90010171,113115,2024-08-12,214,Online,30010
90014747,113115,2022-04-01,134,Online,30028
90022352,113115,2023-06-20,67,Bank Transfer,30009
90003291,113042,2024-03-05,234,Bank Transfer,30038
90014340,113042,2025-11-11,514,Online,30044
90023571,113042,2022-05-26,187,Online,30020
90003292,109230,2024-12-29,624,Online,30048
90003776,109230,2024-12-11,227,Bank Transfer,30027
90005357,109230,2025-12-21,227,Event,30011
90003295,105306,2024-02-11,638,Online,30023
90026895,105306,2022-08-19,159,Online,30037
90003296,103518,2024-04-02,205,Online,30038
90004940,103518,2025-11-07,581,Online,30013
90005972,103518,2025-12-27,171,Bank Transfer,30011
90012736,103518,2024-04-16,171,Online,30036
90021996,103518,2025-03-21,274,Bank Transfer,30007
90003301,110031,2024-06-10,659,Event,30025
90027060,110031,2024-06-07,317,Online,30025
90003302,104128,2024-06-13,331,Online,30000
90008763,104128,2023-11-27,607,Bank Transfer,30001
90014341,104128,2024-07-10,221,Online,30019
90022121,104128,2023-11-16,827,Online,30001
90003310,115700,2024-06-17,432,Bank Transfer,30000
90004733,115700,2024-03-18,353,Event,30036
90005635,115700,2025-10-30,118,Online,30013
90008650,115700,2025-02-06,78,Online,30017
90021840,115700,2025-10-19,235,Online,30003
90024380,115700,2022-12-30,157,Online,30032
90003311,100963,2024-08-21,69,Bank Transfer,30034
90008356,100963,2024-04-04,108,Online,30046
90025078,100963,2022-03-22,23,Online,30028
90003313,114597,2024-10-13,1625,Online,30027
90003314,110650,2024-03-04,80,Online,30016
90004251,110650,2024-03-20,384,Online,30016
90005584,110650,2025-11-12,80,Online,30013
90003316,111285,2024-07-29,936,Online,30019
90017739,111285,2024-10-27,1123,Online,30027
90003317,107281,2024-04-04,236,Online,30036
90009484,107281,2023-10-05,1061,Bank Transfer,30041
90019741,107281,2024-07-17,236,Online,30010
90024683,107281,2022-12-21,295,Online,30045
90003319,101702,2024-10-15,52,Bank Transfer,30027
90003360,101702,2024-04-18,26,Bank Transfer,30046
90004610,101702,2024-03-25,289,Online,30016
90004764,101702,2024-06-26,131,Online,30010
90014122,101702,2023-11-17,131,Online,30005
90015624,101702,2023-09-29,157,Online,30041
90021094,101702,2025-09-25,131,Event,30003
90023631,101702,2022-06-09,79,Online,30039
90026326,101702,2024-12-18,105,Online,30027
90003323,110964,2024-11-05,790,Online,30027
90022863,110964,2025-02-01,346,Online,30043
90025738,110964,2025-02-22,642,Online,30043
90003324,116317,2024-09-04,1042,Bank Transfer,30034
90012703,116317,2023-12-22,391,Bank Transfer,30005
90016059,116317,2022-03-12,717,Online,30024
90003326,109911,2024-11-27,20,Bank Transfer,30048
90004280,109911,2024-04-09,92,Online,30038
90005509,109911,2025-11-08,20,Online,30013
90005760,109911,2025-12-01,86,Bank Transfer,30044
90003327,117884,2024-03-20,493,Online,30038
90003828,117884,2024-05-31,308,Bank Transfer,30000
90005619,117884,2025-12-31,370,Online,30011
90006381,117884,2022-01-16,185,Online,30031
90021340,117884,2025-08-25,493,Online,30033
90003329,101160,2024-07-22,44,Bank Transfer,30019
90004057,101160,2024-07-18,44,Online,30019
90005534,101160,2025-11-17,44,Online,30013
90005906,101160,2025-10-27,20,Online,30013
90011236,101160,2025-08-16,54,Online,30042
90024625,101160,2023-12-24,20,Online,30049
90003333,118375,2024-08-16,625,Online,30010
90004955,118375,2025-09-27,468,Bank Transfer,30033
90005946,118375,2025-12-31,625,Online,30011
90022887,118375,2022-07-05,156,Online,30018
90003334,109644,2024-02-06,940,Bank Transfer,30023
90008769,109644,2022-08-18,403,Online,30037
90003335,118698,2024-06-01,447,Bank Transfer,30025
90011847,118698,2022-09-28,522,Bank Transfer,30022
90014136,118698,2022-12-14,522,Online,30040
90017810,118698,2022-05-23,224,Bank Transfer,30018
90029385,118698,2025-09-03,671,Online,30003
90003336,107054,2024-04-11,1876,Event,30046
90003345,104537,2024-03-31,205,Bank Transfer,30036
90003849,104537,2024-07-25,247,Online,30010
90005401,104537,2025-08-28,103,Event,30042
90005640,104537,2025-04-22,185,Online,30007
90003347,110310,2024-12-22,144,Online,30027
90003383,110310,2024-02-10,106,Online,30023
90006560,110310,2025-11-20,77,Online,30044
90019016,110310,2023-07-15,48,Online,30015
90003348,102855,2024-06-03,321,Online,30000
90004980,102855,2025-12-22,128,Event,30011
90034545,102855,2024-05-02,707,Event,30036
